,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
53,56,2016-10-10 02:07:11.516,,"RT @NicholasALloyd: 'She's been there for 30 years, she could have changed the tax code'. Lol he's obviously never heard of @GroverNorquist…",,, shes been there for years she could have changed the tax code lol hes obviously never heard of …,0,0,0
54,57,2016-10-10 02:07:11.611,"Portland, OR",I need a hug. Or a laugh.@StephenAtHome @Lesdoggg @SarahKSilverman  #debate,-122.630908,45.536402,i need a hug or a laugh,2,2,2
55,58,2016-10-10 02:07:11.600,"Manhattan, NY",@realDonaldTrump just threatened to imprison his political opponent. This should not go unchecked #debate https://t.co/ckKgJ8O9hn,-73.9685415,40.780709,just threatened to imprison his political opponent this should not go unchecked,2,2,2
56,59,2016-10-10 02:07:11.543,,Legally. Why pay more when you don't have to? https://t.co/TvOiSmAwzr,,,legally why pay more when you dont have to,0,0,0
57,60,2016-10-10 02:07:11.561,,RT @adriwall: Take-a-way: Donald doesn't understand how bills become laws. #debate https://t.co/MYeITHTzwh,,, take-a-way donald doesnt understand how bills become laws,2,2,2
58,61,2016-10-10 02:07:11.635,,"RT @SHarstead: Hillary is having a great debate, except her inhuman response to a fly landing on her face. #Debates2016",,, hillary is having a great debate except her inhuman response to a fly landing on her face,2,2,2
59,62,2016-10-10 02:07:11.690,"Queens, NY",Trump is firing up his base but not gaining anyone new...that means he gets smoked in Nov... #debate,-73.8311875,40.6708795,trump is firing up his base but not gaining anyone newthat means he gets smoked in nov,0,0,0
60,63,2016-10-10 02:07:12.665,,Gotta get home n watch this debate and game. Got kicked out the concert soon as the blunt touched my hand smh lol,,,gotta get home n watch this debate and game got kicked out the concert soon as the blunt touched my hand smh lol,0,0,0
61,64,2016-10-10 02:07:12.673,,"Trump ""She (Clinton) doesn't even know who the rebels are."" #debatenight",,,trump she clinton doesnt even know who the rebels are,2,2,2
62,65,2016-10-10 02:07:12.621,"Brooklyn, NY",How One Senator Gonna Do That? I Just Wanna Go In The Crowd and Yell A Huge Kanye HOW https://t.co/KfxAeWh93L,-73.9487755,40.655138,how one senator gonna do that i just wanna go in the crowd and yell a huge kanye how,2,2,2
63,66,2016-10-10 02:07:12.575,,RT @DrTGIF: Mood #Debate https://t.co/ozj5oOjhbc,,, mood c,2,2,2
64,67,2016-10-10 02:07:12.627,,RT @AminESPN: LMAOOOOOOOO  RT @ErrBodyLuvsCris: My dude already plottin' which way to come from with the fade 😂😭😂 #debate https://t.co/orLk…,,, lmaoooooooo rt  my dude already plottin which way to come from with the fade,2,2,2
65,68,2016-10-10 02:07:12.618,,RT @FunnyVines: Trump vs Hilary #debate https://t.co/VEdvnrRybd,,, trump vs hilary d,2,2,2
66,69,2016-10-10 02:07:12.686,,"RT @ABFalecbaldwin: You don't have to oppose Trump in order to recognize that HRC is ready to be President. Smart, concise, specific, measu…",,, you dont have to oppose trump in order to recognize that hrc is ready to be president smart concise specific measu…,2,2,2
67,70,2016-10-10 02:07:12.567,,RT @joshgad: Correction: in political history https://t.co/kltnxiVwJV,,, correction in political history,2,2,2
68,71,2016-10-10 02:07:12.642,,RT @imtdemp: Donald Trump just some dumb ass nigga😭💯,,, donald trump just some dumb ass nigga,2,2,2
69,72,2016-10-10 02:07:12.623,,Let Martha and Anderson moderate the debates for...oh ...20 years or so. #debate,,,let martha and anderson moderate the debates foroh 20 years or so,2,2,2
70,73,2016-10-10 02:07:12.552,,RT @Scott_Bromley: Someone forgot to tell Trump he's at the #PresidentialDebate and not #WWENoMercy,,, someone forgot to tell trump hes at the and not,0,0,0
71,74,2016-10-10 02:07:12.648,,This debate is a damn joke... good gracious,,,this debate is a damn joke good gracious,2,2,2
72,75,2016-10-10 02:07:12.613,,"RT @mariashriver: Talk about thirty years of accomplishments. Talk it up, girl!
You've got them, speak truth. #debate",,, talk about thirty years of accomplishments talk it up girl youve got them speak truth,2,2,2
73,77,2016-10-10 02:07:12.602,,RT @KathyShelton_: Donald J. Trump took the time today to meet and stand up for me &amp; other abused women by the Clintons. Thank you @realdon…,,, donald j trump took the time today to meet and stand up for me &amp other abused women by the clintons thank you …,2,2,2
74,78,2016-10-10 02:07:12.538,,RT @T_HoMegas: You overestimate the intelligence of the people of the United States https://t.co/ZbHurkLDBK,,, you overestimate the intelligence of the people of the united states,2,2,2
75,79,2016-10-10 02:07:12.659,,"but no, he wants to be a child. someone needs to put him in place. if Hillary listens why can't Trump.",,,but no he wants to be a child someone needs to put him in place if hillary listens why cant trump,0,0,0
76,80,2016-10-10 02:07:12.484,,RT @MRodgers2405: LMFAO!!! https://t.co/ZEyf7BVYSD,,, lmfao d,2,2,2
77,81,2016-10-10 02:07:12.659,,"RT @OldIgby: Trump has no idea of how a Democracy works! One senator can't change laws or make new laws. And, Hillary was a senator for 8 y…",,, trump has no idea of how a democracy works one senator cant change laws or make new laws and hillary was a senator for y…,0,0,0
78,83,2016-10-10 02:07:12.402,,RT @ziwe: mood #debate https://t.co/6P4iJ2HYyW,,, mood,2,2,2
79,84,2016-10-10 02:07:12.618,,"Just talk over everyone, see how well that works for you #debate",,,just talk over everyone see how well that works for you,4,4,4
80,85,2016-10-10 02:07:12.666,,"RT @CP24: Donald Trump calls Canadian healthcare system ""catastrophic"" in debate with Hillary Clinton.",,, donald trump calls canadian healthcare system catastrophic in debate with hillary clinton,2,2,2
81,86,2016-10-10 02:07:12.347,,"VIDEO : Focus Group Shows Trump DOMINATING Debate, Outperforming Hillary by FAR on Obamacare https://t.co/m24rdqVwx1 https://t.co/4PuoaRXLfD",,,video  focus group shows trump dominating debate outperforming hillary by far on obamacare 1 d,2,2,2
82,87,2016-10-10 02:07:12.582,,"In all seriousness, Hillary can get this dick. #debate #PresidentialDebate",,,in all seriousness hillary can get this dick,2,2,2
83,88,2016-10-10 02:07:12.633,,RT @CharlesMBlow: I can't wait to see images of this split screen on newspaper front pages tomorrow. Trump looks crazy... #debate,,, i cant wait to see images of this split screen on newspaper front pages tomorrow trump looks crazy,2,2,2
84,89,2016-10-10 02:07:12.529,,That side eye 👀though https://t.co/w2QCwkpD18,,,that side eye though d18,2,2,2
85,90,2016-10-10 02:07:12.666,,"RT @erinruberry: Hillary is proof a woman can work hard, rise to the top of her field &amp; still have to compete against a less qualified man…",,, hillary is proof a woman can work hard rise to the top of her field &amp still have to compete against a less qualified man…,0,0,0
86,91,2016-10-10 02:07:12.669,,"This #debate will be the act one closer of my smash-hit rap musical, HILLARY.",,,this will be the act one closer of my smash-hit rap musical hillary,2,2,2
87,92,2016-10-10 02:07:12.605,,RT @TheDemocrats: He. Never. Apologized. #debate https://t.co/IBrp72FacX,,, he never apologized,2,2,2
88,93,2016-10-10 02:07:12.623,,"RT @Green_Footballs: Trump now throwing a tantrum at Anderson Cooper: ""I get it, one on three."" SNIFF https://t.co/ED9Mq1kzhA https://t.co/…",,, trump now throwing a tantrum at anderson cooper i get it one on three sniff,2,2,2
89,94,2016-10-10 02:07:12.563,,RT @ericbolling: On Trump taxes... More Anderson Cooper rebuttal to assist Hillary. Who picks these moderators?,,, on trump taxes more anderson cooper rebuttal to assist hillary who picks these moderators,2,2,2
90,95,2016-10-10 02:07:12.565,,i want to die #debate,,,i want to die,2,2,2
91,96,2016-10-10 02:07:12.510,,"RT @HillaryClinton: Trump: ""Health care—why didn't she do something about it?""

Here's Hillary in 1993, testifying for health care refo…",,, trump health care—why didnt she do something about it heres hillary in  testifying for health care refo…,2,2,2
92,97,2016-10-10 02:07:12.611,,"RT @tyleroakley: calling it ""locker room talk"" just means you support rape culture BEHIND women's backs. call it what you want, you STILL S…",,, calling it locker room talk just means you support rape culture behind womens backs call it what you want you still s…,2,2,2
93,98,2016-10-10 02:07:12.581,,This is very important https://t.co/iirGiM01JY,,,this is very important,2,2,2
94,99,2016-10-10 02:07:12.542,,Trump said pootin but he shittin in Hillary!!!!,,,trump said pootin but he shittin in hillary,2,2,2
95,100,2016-10-10 02:07:12.442,,"RT @JDSalant: .@realDonaldTrump just called @hillaryclinton ""disaster"" as senator. He gave $4,500 to her Senate runs, according to @OpenSec…",,,  just called disaster as senator he gave $4500 to her senate runs according to …,2,2,2
96,101,2016-10-10 02:07:12.663,,"RT @GravitterBo: Poor me poor me, I'm a pervert, everyone hate me. Poor me. Says Donald Trump. #debate",,, poor me poor me im a pervert everyone hate me poor me says donald trump,0,0,0
97,102,2016-10-10 02:07:12.556,,Prepare Yourself for the Second Presidential Debate https://t.co/Qw09ilVjok,,,prepare yourself for the second presidential debate,2,2,2
98,103,2016-10-10 02:07:12.678,,"RT @BayoumiMoustafa: I'm a Muslim, and I would like to report a crazy man threatening a woman on a stage in Missouri.  #debate",,, im a muslim and i would like to report a crazy man threatening a woman on a stage in missouri,2,2,2
99,104,2016-10-10 02:07:12.647,,"...so... you would now take Nukes off the take, @realDonaldTrump?

#debate #Debates2016",,,so you would now take nukes off the take ,2,2,2
100,105,2016-10-10 02:07:12.639,,RT @DineshDSouza: A man raped a 12 year old girl &amp; put her into a coma--Hillary Clinton laughed about knowing his guilt &amp; getting him…,,, a man raped a year old girl &amp put her into a coma--hillary clinton laughed about knowing his guilt &amp getting him…,2,2,2
101,106,2016-10-10 02:07:12.579,,RT @pees_n_ski: I'd take an asshole over a pathological liar who's selling out this country any day #debate https://t.co/jTcZC1AH6q,,, id take an asshole over a pathological liar whos selling out this country any day,2,2,2
102,107,2016-10-10 02:07:12.689,,"RT @WaladShami: This debate is just like the last so far. No mention of education, of Native American rights, infrastructure, climate chang…",,, this debate is just like the last so far no mention of education of native american rights infrastructure climate chang…,0,0,0
103,108,2016-10-10 02:07:12.632,,Donald Trump is like a comedian.,,,donald trump is like a comedian,2,2,2
104,109,2016-10-10 02:07:12.644,,"RT @ShaunKing: Donald Trump's first wife said that he brutally raped and assaulted her. 

She said this under oath. 

#debate",,, donald trumps first wife said that he brutally raped and assaulted her she said this under oath,2,2,2
105,110,2016-10-10 02:07:13.668,,"Why not turn off mic at end of every 2-min response? Will force candidates to focus, prohibit interruptions, keep debate on track.  #debate",,,why not turn off mic at end of every -min response will force candidates to focus prohibit interruptions keep debate on track,2,2,2
106,111,2016-10-10 02:07:13.361,,RT @marclamonthill: It's almost as if Trump doesn't know that Senators can't just pass laws unilaterally.,,, its almost as if trump doesnt know that senators cant just pass laws unilaterally,0,0,0
107,112,2016-10-10 02:07:13.665,,"RT @jonnysun: ""theyre just words"" - trump, not understanding LITERALLY WHAT A DEBATE IS",,, theyre just words - trump not understanding literally what a debate is,2,2,2
108,113,2016-10-10 02:07:13.476,,RT @politifactlive: LIVE FACT-CHECK: Clinton is right. Analysts say Trump’s plan would in disadvantage middle-class compared to wealthy…,,, live fact-check clinton is right analysts say trump’s plan would in disadvantage middle-class compared to wealthy…,2,2,2
109,114,2016-10-10 02:07:13.639,,"RT @CouncilmanRice: Anderson: why are you a sexual predator?

Trump: we are going to defeat ISIS

#DebateNight",,, anderson why are you a sexual predator trump we are going to defeat isis,2,2,2
110,117,2016-10-10 02:07:13.544,,How Clinton stays so collected around Trump Idk... I'd be yelling at 👏🏽 trump 👏🏽while 👏🏽 clapping 👏🏽between👏🏽words👏🏽like👏🏽oh👏🏽gawd👏🏽no👏🏽NOOO,,,how clinton stays so collected around trump idk id be yelling at trump while clapping betweenwordslikeohgawdnonooo,2,2,2
111,118,2016-10-10 02:07:13.549,,"RT @TSal58: @HillaryClinton Good move, #Hillary. Just ignore #Donald and answer the questions.",,, good move  just ignore and answer the questions,2,2,2
112,119,2016-10-10 02:07:13.633,,RT @EvilEsq: Hillary will start a war with Russia. #debate,,, hillary will start a war with russia,2,2,2
113,120,2016-10-10 02:07:13.654,,RT @IngrahamAngle: We are enjoying this debate. @MonicaCrowley https://t.co/E0aRfzPFFY,,, we are enjoying this debate,2,2,2
114,121,2016-10-10 02:07:13.586,,"RT @ErinChack: Scary Halloween costume idea: Dress up like Trump, go to a party, and stand 3-5 feet behind successful women. https://t.co/t…",,, scary halloween costume idea dress up like trump go to a party and stand -5 feet behind successful women,2,2,2
115,122,2016-10-10 02:07:13.570,,Moderators have got to stop interrupting him. Just exacerbates already preconceived notions that these two are in the tank for her. #debate,,,moderators have got to stop interrupting him just exacerbates already preconceived notions that these two are in the tank for her,0,0,0
116,123,2016-10-10 02:07:13.651,,RT @lhumphries12: Hillary is that burnt part of your slice of pizza you don't want,,, hillary is that burnt part of your slice of pizza you dont want,2,2,2
117,124,2016-10-10 02:07:13.597,,He is praying....  https://t.co/PB1ioYZzoQ,,,he is praying,2,2,2
118,125,2016-10-10 02:07:13.521,,"So glad I'm not watching this #debate. Thanks and sorry to everyone that is, so I can read the hilarious tweets about it.",,,so glad im not watching this  thanks and sorry to everyone that is so i can read the hilarious tweets about it,4,4,4
119,126,2016-10-10 02:07:13.602,,RT @RBMills32: OMG... The look on Bill's face is priceless.  Chelsey's is just as prices.  With the look on Bill's face Trump may…,,, omg the look on bills face is priceless chelseys is just as prices with the look on bills face trump may…,2,2,2
120,128,2016-10-10 02:07:13.601,,RT @pattonoswalt: Trump listening to Hillary talking about Syria right now is Trump's debate prep about the subject of Syria. #debates,,, trump listening to hillary talking about syria right now is trumps debate prep about the subject of syria,2,2,2
121,129,2016-10-10 02:07:13.536,,"RT @BuzzFeed: anderson cooper: let's talk about sexual consent

trump: ISIS",,, anderson cooper lets talk about sexual consent trump isis,2,2,2
122,131,2016-10-10 02:07:13.634,,Hillary wants an ISIS spring....Yea! #debate,,,hillary wants an isis springyea,2,2,2
123,132,2016-10-10 02:07:13.591,,RT @TheOnion: Paul Ryan Sitting Among Undecided Voters At Town Hall Debate https://t.co/FEkami8cIm #debate https://t.co/PYiy21Gxs6,,, paul ryan sitting among undecided voters at town hall debate,2,2,2
124,133,2016-10-10 02:07:13.678,,Is Trump really deadass?,,,is trump really deadass,2,2,2
125,134,2016-10-10 02:07:13.579,,RT @Varneyco: .@HillaryClinton: I've stood up to Russia and Putin...  Russia should be held accountable for what they're doing in Syria #de…,,,  ive stood up to russia and putin russia should be held accountable for what theyre doing in syria …,2,2,2
126,135,2016-10-10 02:07:13.574,,"RT @brianstelter: RNC aide emails: ""As of 9:50, moderators have interrupted Trump 14 times, Clinton just 3 times.""",,, rnc aide emails as of 50 moderators have interrupted trump times clinton just times,2,2,2
127,136,2016-10-10 02:07:13.634,,"RT @Dr_Gus_DVM: @funder @GOP @mike_pence @jaketapper @KeepAmerGr8 Pence should drop out and leave trump alone on the ticket, who would join…",,, pence should drop out and leave trump alone on the ticket who would join…,2,2,2
128,137,2016-10-10 02:07:13.436,,Lawd' this presidential debate is so painful󾌪. I really don't remember it being this bad. Mercy the social media... https://t.co/IKws17fSM7,,,lawd this presidential debate is so painful󾌪 i really dont remember it being this bad mercy the social media,0,0,0
129,138,2016-10-10 02:07:13.662,,RT @annieb0823: @mitchellvii  Drudge Vote! https://t.co/vW5Fypffkt,,, drudge vote,2,2,2
130,139,2016-10-10 02:07:13.636,,RT @Xander_Smart3: Am I watching a presidential debate or a Comedy Central roast? I can't really tell,,, am i watching a presidential debate or a comedy central roast i cant really tell,2,2,2
131,140,2016-10-10 02:07:13.610,,RT @jessejoyce: Trump is making some good points that could hurt Bill Clinton's chances to be president in 1993 #debate2016,,, trump is making some good points that could hurt bill clintons chances to be president in,2,2,2
132,142,2016-10-10 02:07:13.618,,RT @UTHornsRawk: Woo hoo. Trump is killing it. He loves our country. He will be a great president!!  Hillary is a disaster.  #debate,,, woo hoo trump is killing it he loves our country he will be a great president hillary is a disaster,4,4,4
133,143,2016-10-10 02:07:13.638,,RT @bunnyhugger75: His heavy mouth breathing and sniffing just ups his creepy pussy grabbing persona. #debate #debatenight,,, his heavy mouth breathing and sniffing just ups his creepy pussy grabbing persona,2,2,2
134,144,2016-10-10 02:07:13.567,,"RT @carrerapulse: Lets talk about that uranium #Hillary ... #PodestaEmails #debate DebateNight #Debates  
https://t.co/CzgBez2o3M",,, lets talk about that uranium  debatenight,2,2,2
135,145,2016-10-10 02:07:13.653,,Okay he's just making shit up. #debate,,,okay hes just making shit up,2,2,2
136,146,2016-10-10 02:07:13.653,,RT @DITRStocks: watching the 2nd presidential debate like.. https://t.co/i911zRhbYv,,, watching the nd presidential debate like,2,2,2
137,147,2016-10-10 02:07:13.714,,RT @CloydRivers: A fly landed on Hillary's face. Makes sense. Flies are attracted to pieces of shit. Merica. https://t.co/zGt2mgCB6A,,, a fly landed on hillarys face makes sense flies are attracted to pieces of shit merica,2,2,2
138,148,2016-10-10 02:07:13.332,,"RT @FingersUpforDT: #fudt
#debate #debatenight 
#WashUdebate2016 #fucktrump
photo credit: https://t.co/m14whJlnIG https://t.co/OqsFJxoeiz",,, photo credit,2,2,2
139,150,2016-10-10 02:07:13.665,,RT @JudgeJeanine: If you advocated a no fly zone - why do we need to bring so many Syrian refugees to the US? Your advocations obviously do…,,, if you advocated a no fly zone - why do we need to bring so many syrian refugees to the us your advocations obviously do…,0,0,0
