,index,dates,place_names,tweets,long,lat,clean_tweets,polarity,polarity_q_clinton,polarity_q_trump
12,12,2016-10-10 01:12:13.608,,Talking about sexual assault is NOT locker room talk. Hold him accountable. #debate,,,talking about sexual assault is not locker room talk hold him accountable,2,2,2
13,13,2016-10-10 01:12:13.657,,"Audience member: Do you think you are modeling appropriate behavior for today's youth?

Trump: We have to Make America Great Again.",,,audience member do you think you are modeling appropriate behavior for todays youth trump we have to make america great again,4,4,4
14,14,2016-10-10 01:12:13.608,,"Get Trump a nose breathing strip. And no, it's not ""locker room banter"" and good for Anderson Cooper for follow-up.",,,get trump a nose breathing strip and no its not locker room banter and good for anderson cooper for follow-up,0,0,0
15,15,2016-10-10 01:12:13.598,,"RT @seIinameyer: THEY ASKED YOU ABOUT YOUR ""LOCKER ROOM TALK"" AND U TALKING ABOUT DEFEATING ISIS? #DEBATE https://t.co/ue1s2hnYmQ",,, they asked you about your locker room talk and u talking about defeating isis,2,2,2
16,16,2016-10-10 01:12:13.608,,Is ISIS in the locker room? #debate,,,is isis in the locker room,2,2,2
17,17,2016-10-10 01:12:13.568,,RT @bilb0k3t: Trump's sniffling is back! #cocaine #debates,,, trumps sniffling is back,2,2,2
18,18,2016-10-10 01:12:13.605,,"???? ISIS as nothing to do with ""locker room talk""?  #debate",,, isis as nothing to do with locker room talk,2,2,2
19,19,2016-10-10 01:12:13.665,,"Notice Hillary didn't shake Trump's hand as we now know he uses it to grab pussies as he's a star so he can do that, apparently. #debate",,,notice hillary didnt shake trumps hand as we now know he uses it to grab pussies as hes a star so he can do that apparently,2,2,2
20,20,2016-10-10 01:12:13.581,,"RT @FoxNews: .@realDonaldTrump: ""This was locker room talk. I'm not proud of it. I apologize to my family. I apologize to the Am…",,,  this was locker room talk im not proud of it i apologize to my family i apologize to the am…,4,4,4
21,21,2016-10-10 01:12:13.679,,"RT @_JayJayJetPlane: Question: ""Do you feel you are modeling appropriate behavior for youth?""
Trump: ""There are billions of dollars wort…",,, question do you feel you are modeling appropriate behavior for youth trump there are billions of dollars wort…,2,2,2
22,22,2016-10-10 01:12:13.653,,"Clinton, Trump don't shake hands to start debate https://t.co/zVwlYoBRfd",,,clinton trump dont shake hands to start debate d,2,2,2
23,23,2016-10-10 01:12:13.545,,Debate coach can't stop the sniff.,,,debate coach cant stop the sniff,0,0,0
24,24,2016-10-10 01:12:13.568,,RT @zellieimani: What does bragging about sexual assault get us to ISIS? #debate,,, what does bragging about sexual assault get us to isis,2,2,2
25,25,2016-10-10 01:12:13.594,,SNIFFFFFFF ISIS SNIFFF ISIS #trump,,,snifffffff isis snifff isis,2,2,2
26,26,2016-10-10 01:12:13.694,,"""Nobody has more respect for women then I do.""
 Ok trump",,,nobody has more respect for women then i do ok trump,2,2,2
27,27,2016-10-10 01:12:13.544,,He just un-apologized. 😮 https://t.co/RYDmpfLO5Q,,,he just un-apologized,2,2,2
28,28,2016-10-10 01:12:13.615,,TRUMP HELLA DODGING THE QUESTION,,,trump hella dodging the question,2,2,2
29,29,2016-10-10 01:12:13.659,,"Anderson Cooper: Do you understand that that is considered sexual assault?

Trump: .... Isis is in full force right now...",,,anderson cooper do you understand that that is considered sexual assault trump  isis is in full force right now,2,2,2
30,30,2016-10-10 01:12:13.658,"Franklin Square, NY","""So on sexual assault-""
Trump: ""ISIS!""

#debate",-73.6767225,40.7004115,so on sexual assault- trump isis,2,2,2
31,31,2016-10-10 01:12:13.616,"Poolesville, MD",And now the liberal media is attacking Trump. When will they ask Hillary about her husband cheating and being accused of rape twice?,-77.4049875,39.142712,and now the liberal media is attacking trump when will they ask hillary about her husband cheating and being accused of rape twice,2,2,2
32,32,2016-10-10 01:12:13.644,,"RT @sarahkendzior: Grab them by the pussy at home, knock out ISIS by the head abroad #debate",,, grab them by the pussy at home knock out isis by the head abroad,2,2,2
33,33,2016-10-10 01:12:13.612,,"""No one has more respect for women than I do.""

Gurl. Come on... #debate",,,no one has more respect for women than i do gurl come on,2,2,2
34,34,2016-10-10 01:12:13.569,,"#debate
I've heard more sniffs then policies",,,ive heard more sniffs then policies,2,2,2
35,35,2016-10-10 01:12:13.692,,"RT @sallykohn: ""You bragged that you have sexually assaulted women.  Do you understand that?"" - @AndersonCooper for all of us!!!!

#Debates…",,, you bragged that you have sexually assaulted women do you understand that - for all of us …,2,2,2
36,36,2016-10-10 01:12:13.679,,RT @KeeganNYC: Note: The National Fraternal Order of Police has yet to pull its endorsement of Trump.,,, note the national fraternal order of police has yet to pull its endorsement of trump,2,2,2
37,37,2016-10-10 01:12:13.561,,RT @michcoll: Trump went easy on the coke tonight #debate,,, trump went easy on the coke tonight,2,2,2
38,38,2016-10-10 01:12:13.558,,"And there it is, tapes come up..@realDonaldTrump once again calls it ""locker room talk"" #debate",,,and there it is tapes come up once again calls it locker room talk,2,2,2
39,39,2016-10-10 01:12:13.615,,"RT @PrisonPlanet: 4 rape victims, right here, right now, calling out Hillary.

vs

11 year old tape of crass Trump comments.

#debate",,, rape victims right here right now calling out hillary vs year old tape of crass trump comments,2,2,2
40,40,2016-10-10 01:12:13.591,,I. AM. SO. TIRED. OF. HEARING. THAT. THIS. IS. LOCKER. ROOM. TALK. IT IS NOT. #debate,,,i am so tired of hearing that this is locker room talk it is not,0,0,0
41,41,2016-10-10 01:12:13.620,,"RT @KatyTurNBC: The question was about Trump bragging he could sexually assault women. He says he's ""going to bomb the hell out of isis.""",,, the question was about trump bragging he could sexually assault women he says hes going to bomb the hell out of isis,2,2,2
42,42,2016-10-10 01:12:13.545,,"""Locker room talk"" is a disgusting way to perpetuate the horrible idea of boys will be boys. #debate",,,locker room talk is a disgusting way to perpetuate the horrible idea of boys will be boys,0,0,0
43,43,2016-10-10 01:12:13.546,,"RT @ryanjreilly: ISIS is chopping off heads, so Trump gets to sexually assault women, I guess?",,, isis is chopping off heads so trump gets to sexually assault women i guess,2,2,2
44,44,2016-10-10 01:12:13.648,,"RT @BritniDWrites: Anderson: ""You bragged that you sexually assaulted women."" 

""No, this was locker room talk."" 

NO. This was rapey talk…",,, anderson you bragged that you sexually assaulted women no this was locker room talk no this was rapey talk…,0,0,0
45,45,2016-10-10 01:12:13.692,,"Interviewer: so that tape of you talking about sex-
Trump: I will defeat isis. 

#debates",,,interviewer so that tape of you talking about sex- trump i will defeat isis,2,2,2
46,46,2016-10-10 01:12:13.622,,Hillary's face. #debate,,,hillarys face,2,2,2
47,47,2016-10-10 01:12:13.688,,RT @ABarth78: This debate is already bonkers,,, this debate is already bonkers,2,2,2
48,48,2016-10-10 01:12:13.648,,White supremacy and sexism go hand in hand in #America #debate #Isis ? Has nothing to do with sexual assault,,,white supremacy and sexism go hand in hand in  has nothing to do with sexual assault,0,0,0
49,49,2016-10-10 01:12:14.666,,"RT @JessicaValenti: ""You bragged that you sexually assaulted women."" YES @andersoncooper #debate",,, you bragged that you sexually assaulted women yes,2,2,2
50,50,2016-10-10 01:12:14.616,,Trump: Nobody has more respect for women than I do,,,trump nobody has more respect for women than i do,2,2,2
51,51,2016-10-10 01:12:14.667,,Trump needs an inhaler,,,trump needs an inhaler,2,2,2
52,52,2016-10-10 01:12:14.656,,My dad just said hump with trump haha,,,my dad just said hump with trump haha,2,2,2
53,53,2016-10-10 01:12:14.673,,"""No one has more respect for woman then I do"" HAHAHAHAH TRUMP YOU DUMB ASS HAHHAHAHA IM DYING",,,no one has more respect for woman then i do hahahahah trump you dumb ass hahhahaha im dying,0,0,0
54,54,2016-10-10 01:12:14.372,,Trump talking about percentages in his opening statement. https://t.co/DptWMmfkTW,,,trump talking about percentages in his opening statement,2,2,2
55,55,2016-10-10 01:12:14.637,,"RT @SophiaBush: Dear Donald Trump, do NOT defend sexual assault as locker room banter, or compare it to ISIS, to get out of what. You. SADI.",,, dear donald trump do not defend sexual assault as locker room banter or compare it to isis to get out of what you sadi,2,2,2
56,56,2016-10-10 01:12:14.598,,"Low energy, sad. #debate",,,low energy sad,0,0,0
57,57,2016-10-10 01:12:14.638,,"""ISIS happened"" -Donald Trump, on whether or not he sexually assaulted people",,,isis happened -donald trump on whether or not he sexually assaulted people,2,2,2
58,58,2016-10-10 01:12:14.600,,"""nobody has more respect for women than I do"" #debate",,,nobody has more respect for women than i do,2,2,2
59,59,2016-10-10 01:12:14.653,,RT @deray: Trump's weak shout-out to black folks was absurd. #Debate,,, trumps weak shout-out to black folks was absurd,2,2,2
60,60,2016-10-10 01:12:14.608,,Locker room talk... ISIS... ISIS... ISIS. #debate #DebateNight #DebateNightInAmerica,,,locker room talk isis isis isis,2,2,2
61,61,2016-10-10 01:12:14.689,,I'm going to throw up #debate,,,im going to throw up,2,2,2
62,62,2016-10-10 01:12:14.534,,Trump is snorting into the mic again. #debate,,,trump is snorting into the mic again,2,2,2
63,63,2016-10-10 01:12:14.587,"Belleville, NJ",@katiecouric You Must See This Video Of Donald J Trump https://t.co/mdXUpcQTlY  @iamsinical #shareifyoucare,-74.1626585,40.7921035,you must see this video of donald j trump,2,2,2
64,64,2016-10-10 01:12:14.679,,"RT @SouthsideSavior: ""I didn't say that at all."" except that's exactly what you said. #debate",,, i didnt say that at all except thats exactly what you said,2,2,2
65,65,2016-10-10 01:12:14.668,,RT @___haybayy___: Donald trump is bae,,, donald trump is bae,2,2,2
66,66,2016-10-10 01:12:14.680,,RT @MattBatzel: Strong answer from Trump in response to 2005 tape - apologizes and pivots to talk about important things like #ISIS #debate,,, strong answer from trump in response to tape - apologizes and pivots to talk about important things like,2,2,2
67,67,2016-10-10 01:12:14.613,,Hillary is so patient!,,,hillary is so patient,2,2,2
68,68,2016-10-10 01:12:14.631,,Trump vows to move on ISIS like a bitch. #debates #debate2016,,,trump vows to move on isis like a bitch,2,2,2
69,69,2016-10-10 01:12:14.682,,"Donald Trump's response to whether or not he condones sexual assault is ""I'll defeat ISIS"". Get out of here.",,,donald trumps response to whether or not he condones sexual assault is ill defeat isis get out of here,0,0,0
70,70,2016-10-10 01:12:14.678,,"RT @CharlesMBlow: Trump: I didn't say what I was recorded saying. Also, locker rooms, ISIS, the world is burning. I paraphrase... #debate",,, trump i didnt say what i was recorded saying also locker rooms isis the world is burning i paraphrase,0,0,0
71,71,2016-10-10 01:12:14.621,,Trump pivots from his sexual assault admission to ISIS. #debate,,,trump pivots from his sexual assault admission to isis,2,2,2
72,72,2016-10-10 01:12:14.672,,What does ISIS have to do with sexual assault? #DEBATE,,,what does isis have to do with sexual assault,2,2,2
73,73,2016-10-10 01:12:14.642,,"RT @mattzollerseitz: OK, so Trump is playing the ""with all the terror happening in the world you're worried about this?"" card.",,, ok so trump is playing the with all the terror happening in the world youre worried about this card,0,0,0
74,74,2016-10-10 01:12:14.713,,"""No I didn't say that, let me quickly change the topic."" - Donald Trump #debate",,,no i didnt say that let me quickly change the topic - donald trump,0,0,0
75,75,2016-10-10 01:12:14.631,,"RT @cthagod: Isis has nothing to do with you ""Grabbing Pussies"" Trump. #Debates",,, isis has nothing to do with you grabbing pussies trump,0,0,0
76,76,2016-10-10 01:12:14.519,,"""No I didn't say that at all""
""I don't think you understand what was said""
""This is locker room talk""
-Donald Trump. #debate",,,no i didnt say that at all i dont think you understand what was said this is locker room talk -donald trump,0,0,0
77,77,2016-10-10 01:12:14.636,,I'm in love with Anderson Cooper right now.  #debate,,,im in love with anderson cooper right now,2,2,2
78,78,2016-10-10 01:12:14.511,,I got it. The sniff is a polygraph. #debate #debate2016,,,i got it the sniff is a polygraph,2,2,2
79,79,2016-10-10 01:12:14.625,,Hillary making the same face I make at work daily,,,hillary making the same face i make at work daily,2,2,2
80,80,2016-10-10 01:12:14.628,,HILLARY'S FACE,,,hillarys face,2,2,2
81,81,2016-10-10 01:12:14.610,,Really? You don't have respect for women! #debate,,,really you dont have respect for women,2,2,2
82,82,2016-10-10 01:12:14.668,,"The ""bitch, please"" look in #HilaryClinton is priceless #debate",,,the bitch please look in is priceless,2,2,2
83,83,2016-10-10 01:12:14.649,"Seattle, WA","Second question! If Hillary says ""pussy"" I will chug my entire (very alcoholic) drink in one shot",-122.3306025,47.614817,second question if hillary says pussy i will chug my entire very alcoholic drink in one shot,2,2,2
84,84,2016-10-10 01:12:14.347,,Pussy talk to ISIS? #Debate https://t.co/Kib6m0Ox59,,,pussy talk to isis 9,2,2,2
85,85,2016-10-10 01:12:14.670,,@realDonaldTrump how DARE you compare sexual assault to ISIS as if you're ANY DIFFERENT! sexual assailants are homeland terrorists #debate,,,how dare you compare sexual assault to isis as if youre any different sexual assailants are homeland terrorists,2,2,2
86,86,2016-10-10 01:12:14.565,,RT @paulisci: *sniff* Make America Great Again *sniff* &lt;generate random number&gt; *sniff* #debate,,, sniff make america great again sniff &ltgenerate random number&gt sniff,2,2,2
87,87,2016-10-10 01:12:14.636,,But...you weren't in a locker room. #debate,,,butyou werent in a locker room,2,2,2
88,88,2016-10-10 01:12:14.439,,RT @buckhollywood: You can pivot to Isis all you want @realDonaldTrump. It is not locker room talk. It's sexual assault. #debate,,, you can pivot to isis all you want  it is not locker room talk its sexual assault,2,2,2
89,89,2016-10-10 01:12:14.641,,RT @seunfakze: Trump never answers a question when he's cornered. Answer the question @realDonaldTrump . #debate,,, trump never answers a question when hes cornered answer the question ,2,2,2
90,90,2016-10-10 01:12:14.634,,RT @revol_less: Anderson Cooper LAYING THAT SHIT OUT. #Debate,,, anderson cooper laying that shit out,2,2,2
91,91,2016-10-10 01:12:14.617,,What does ISIS have to do with you sexually assaulting women? @realDonaldTrump #debate,,,what does isis have to do with you sexually assaulting women,2,2,2
92,92,2016-10-10 01:12:14.646,,"Trump drop out now. U say ""that's not sexual assault"" and that your not bragging, well it is. When u realize that what u did was harassment",,,trump drop out now u say thats not sexual assault and that your not bragging well it is when u realize that what u did was harassment,0,0,0
93,93,2016-10-10 01:12:14.643,,"RT @sarahesterman: ""Locker room talk"" effff uuu #debate",,, locker room talk effff uuu,2,2,2
94,94,2016-10-10 01:12:14.678,,"""Locker room talk""
What a moron. 😂😂😂😂
 #debate",,,locker room talk what a moron,2,2,2
95,95,2016-10-10 01:12:14.693,,"RT @business: Trump says the trade deficit is $800 billion, ""hard to believe"" https://t.co/ZONmHNx4Cb #debate https://t.co/g6etVDuos0",,, trump says the trade deficit is $800 billion hard to believe 0,0,0,0
96,96,2016-10-10 01:12:14.685,,RT @CameronCullenn: Report: Some lucky bastard watching the debate somewhere just died,,, report some lucky bastard watching the debate somewhere just died,0,0,0
97,97,2016-10-10 01:12:15.658,,RT @mathewrodriguez: HOW DID HE START TALKING ABOUT ISIS WHEN ASKED ABOUT HIS SEXUAL ASSAULT RECORD? #debate,,, how did he start talking about isis when asked about his sexual assault record,2,2,2
98,98,2016-10-10 01:12:15.628,,"RT @gogreen18: ""Your actions were sexual assault.  You bragged about sexually assaulting women."" YASSSSS ANDERSON HOLD HIM ACCOUNTABLE 👏👏👏…",,, your actions were sexual assault you bragged about sexually assaulting women yasssss anderson hold him accountable …,2,2,2
99,99,2016-10-10 01:12:15.589,,"#debate he said "" nobody has more respect for women than i do "" BITCHHHHH BYE",,,he said  nobody has more respect for women than i do  bitchhhhh bye,0,0,0
100,100,2016-10-10 01:12:15.549,,RT @FrankLuntz: Focus group did NOT like Hillary Clinton leaving Trump hanging on the opening handshake.  #Debate,,, focus group did not like hillary clinton leaving trump hanging on the opening handshake,0,0,0
101,101,2016-10-10 01:12:15.481,,This debate is so laughable. #debate,,,this debate is so laughable,2,2,2
102,102,2016-10-10 01:12:15.643,,"RT @jenniferweiner: ""I will knock the hell out of Isis,"" says Trump. You're going to grab it by the pussy? #debate",,, i will knock the hell out of isis says trump youre going to grab it by the pussy,2,2,2
103,103,2016-10-10 01:12:15.558,,"""No I didn't say that"" -Trump 🙄🙄",,,no i didnt say that -trump,0,0,0
104,104,2016-10-10 01:12:15.343,,YES ANDERSON #debate https://t.co/nyg5jgwZFR,,,yes anderson,2,2,2
105,105,2016-10-10 01:12:15.579,,RT @annetdonahue: REMINDER: LOCKER ROOM TALK IS RAPE CULTURE AND HAS NOTHING TO DO WITH ISIS #DEBATE,,, reminder locker room talk is rape culture and has nothing to do with isis,0,0,0
106,106,2016-10-10 01:12:15.569,,Trump says bragging about sexually assaulting women is just locker-room talk for him but he'll take care of ISIS...oh okay.,,,trump says bragging about sexually assaulting women is just locker-room talk for him but hell take care of isisoh okay,2,2,2
107,107,2016-10-10 01:12:15.666,,Cooper: Have you groped or kissed women without their consent?  Trump: I have not.,,,cooper have you groped or kissed women without their consent trump i have not,2,2,2
108,108,2016-10-10 01:12:15.664,"Chicago, IL",This is so much worse than I could've imagined! #debate,-87.732013,41.8335845,this is so much worse than i couldve imagined,0,0,0
109,109,2016-10-10 01:12:15.599,,Hillary: WHY THE FUCK YOU LYING #debate,,,hillary why the fuck you lying,2,2,2
110,110,2016-10-10 01:12:15.648,,"RT @TobyHater: I think the main difference between me and Donald Trump is that I get no pleasure out of saying the words, you're fired.",,, i think the main difference between me and donald trump is that i get no pleasure out of saying the words youre fired,2,2,2
111,111,2016-10-10 01:12:15.586,,#debate Trump... there's worse things than sexual assault.,,,trump theres worse things than sexual assault,2,2,2
112,112,2016-10-10 01:12:15.561,,Donald Trump (inhale) sounds like Darth (inhale) Vader (inhale) #Debate,,,donald trump inhale sounds like darth inhale vader inhale,2,2,2
113,113,2016-10-10 01:12:14.778,,"A handy guide to getting through this debate, courtesy of The Baxter in Carrboro https://t.co/rVrTgIEk3i",,,a handy guide to getting through this debate courtesy of the baxter in carrboro,2,2,2
114,114,2016-10-10 01:12:15.584,,"Trump is trying to deny what he said, but it's on tape? #DebateNight",,,trump is trying to deny what he said but its on tape,2,2,2
115,115,2016-10-10 01:12:15.626,,Barely out of the opening comments and trump is already denying that he said things he's on video saying,,,barely out of the opening comments and trump is already denying that he said things hes on video saying,0,0,0
116,116,2016-10-10 01:12:15.431,,RT @DfieldMark: The next 4 years are going to be rough ^_^ #debate,,, the next years are going to be rough ^_^,2,2,2
117,117,2016-10-10 01:12:15.513,,"RT @NubianAwakening: Hillary stayed with, and enabled, a serial rapist in order to further her political career. Truly reprehensible beh…",,, hillary stayed with and enabled a serial rapist in order to further her political career truly reprehensible beh…,2,2,2
118,118,2016-10-10 01:12:15.597,,RT @katyperry: SLOW AND STEADY WINS THE RACE. 🐢❤️🙌🏼 #YOUGOTTHISHRC  https://t.co/IXsTRwDw59,,, slow and steady wins the race ️ 9,2,2,2
119,119,2016-10-10 01:12:15.682,,"""Mr Trump you sexually assaulted women""

""UH UH ISIS""

#debate",,,mr trump you sexually assaulted women uh uh isis,2,2,2
120,120,2016-10-10 01:12:15.544,,"RT @350action: This debate needs to discuss not just climate change, but how to move past denial and keep fossil fuels in the ground. #deba…",,, this debate needs to discuss not just climate change but how to move past denial and keep fossil fuels in the ground …,0,0,0
121,121,2016-10-10 01:12:15.656,"Spring Lake, MI","""Locker room"" talk is not ok in a world where women still make .70 for every $1 a man does. #debate #",-86.164479,43.080463,locker room talk is not ok in a world where women still make 70 for every $1 a man does,2,2,2
122,122,2016-10-10 01:12:15.598,,"Trump's going to bring back ""Law and Order""? I missed that show! #debates",,,trumps going to bring back law and order i missed that show,0,0,0
123,123,2016-10-10 01:12:15.587,,If I was Hillary I'd break and laugh at Donald trump no lie I'd never win I couldn't be serious w/ him,,,if i was hillary id break and laugh at donald trump no lie id never win i couldnt be serious w/ him,0,0,0
124,124,2016-10-10 01:12:15.474,,RT @DannyZuker: I don't want to go to Trump's gym.  #LockerRoomTalk #debates,,, i dont want to go to trumps gym,2,2,2
125,125,2016-10-10 01:12:15.667,,Is he blaming grabbing pussy on isis?? So confused. #Debate,,,is he blaming grabbing pussy on isis so confused,2,2,2
126,126,2016-10-10 01:12:15.505,,RT @StopNuclearWar: Donald Trump starts off as Teleprompter Don. Does not answer voter's question on role modeling. #debate #DumpTrump,,, donald trump starts off as teleprompter don does not answer voters question on role modeling,2,2,2
127,127,2016-10-10 01:12:15.687,,HE IS SO FUNNY TRUMP YOU ARE SO STUPID,,,he is so funny trump you are so stupid,2,2,2
128,128,2016-10-10 01:12:15.616,,RT @Mobute: Clinton and Trump did not shake hands. This could be an incredible game changer for people who are paid to notice whether they…,,, clinton and trump did not shake hands this could be an incredible game changer for people who are paid to notice whether they…,2,2,2
129,129,2016-10-10 01:12:15.637,,ANDERSON 🔥🔥🔥 https://t.co/YbyO9nWfYN,,,anderson,2,2,2
130,130,2016-10-10 01:12:15.629,,Trump tries to shift the conversation about the tapes to the issue of terrorism. #EHShub #debate,,,trump tries to shift the conversation about the tapes to the issue of terrorism,2,2,2
131,131,2016-10-10 01:12:15.623,,Why in the world didn't they give Hillary a shorter stool to sit on? #Debate,,,why in the world didnt they give hillary a shorter stool to sit on,0,0,0
132,132,2016-10-10 01:12:15.622,,"Trump: I suck, but the world sucks even worse! ISIS! ISIS! Locker room talk. ISIS ISIS! Respect women ISIS ISIS! Respect ISIS! ISIS!!!",,,trump i suck but the world sucks even worse isis isis locker room talk isis isis respect women isis isis respect isis isis,0,0,0
133,133,2016-10-10 01:12:15.625,,"""I didn't say what that tape showed me saying..."" --Trump #debate2016",,,i didnt say what that tape showed me saying --trump,2,2,2
134,136,2016-10-10 01:12:15.606,,Heavy proper 110% strongly hate and cannot stand Donald trump #PresidentialDebate,,,heavy proper  strongly hate and cannot stand donald trump,0,0,0
135,137,2016-10-10 01:12:15.642,,"Donald trump just tried to relate him sayig ""grab her by the pussy"" to Isis??????? I'm fucking confused man",,,donald trump just tried to relate him sayig grab her by the pussy to isis im fucking confused man,0,0,0
136,138,2016-10-10 01:12:15.636,,Cannot believe this is the debate we are having #DebateNight I cannot believe @reaIDonaldTrunp is a candidate. My how far we have fallen,,,cannot believe this is the debate we are having i cannot believe is a candidate my how far we have fallen,0,0,0
137,139,2016-10-10 01:12:15.634,,The sniffling.... #debate,,,the sniffling,2,2,2
138,141,2016-10-10 01:12:15.718,,Answer yhe QUESTIONS TRUMP! Idiotclown #debate,,,answer yhe questions trump idiotclown,2,2,2
139,142,2016-10-10 01:12:15.723,,Please DO NOT vote for Trump #debate,,,please do not vote for trump,2,2,2
140,143,2016-10-10 01:12:16.660,,Thank you @andersoncooper for calling Donald's comments what they are: sexual assault. #debate,,,thank you for calling donalds comments what they are sexual assault,2,2,2
141,144,2016-10-10 01:12:16.530,,Hillary's face right now! OMG,,,hillarys face right now omg,2,2,2
142,145,2016-10-10 01:12:16.427,,"RT @kellyoxford: ""You bragged about sexually assaulting women."" Anderson Cooper

""ISIS cut off heads!"" Donald Trump",,, you bragged about sexually assaulting women anderson cooper isis cut off heads donald trump,2,2,2
143,146,2016-10-10 01:12:16.571,,Damn this sad Trump almost makes me feel bad for him... almost,,,damn this sad trump almost makes me feel bad for him almost,0,0,0
144,148,2016-10-10 01:12:16.474,,"Trump briefly apologized then dismissed the tape scandal as ""locker-room talk"" and shifted to ISIS. #debates",,,trump briefly apologized then dismissed the tape scandal as locker-room talk and shifted to isis,2,2,2
145,149,2016-10-10 01:12:16.648,,"I can't believe what is coming out of his mouth right now... 
#debate",,,i cant believe what is coming out of his mouth right now,0,0,0
146,150,2016-10-10 01:12:16.503,,ANDERSON &gt; Lester #debate,,,anderson &gt lester,2,2,2
147,151,2016-10-10 01:12:16.606,,".realDonaldTrump: ""We're going to have a strong border. We're going to bring back law and order."" #Debate… https://t.co/O9HC7JRttg",,,realdonaldtrump were going to have a strong border were going to bring back law and order …,2,2,2
148,152,2016-10-10 01:12:16.626,,But enough about the moderators. https://t.co/wr6oSwejR2,,,but enough about the moderators 2,2,2,2
149,153,2016-10-10 01:12:16.671,,"RT @tyleroakley: fuck trump for calling it ""locker-room talk"" - truly DEGRADING to our american athletes who would NEVER brag about sexual…",,, fuck trump for calling it locker-room talk - truly degrading to our american athletes who would never brag about sexual…,2,2,2
150,154,2016-10-10 01:12:16.706,,"@chanceseales this sounds like a fucking rape trail in all the wrong ways, trump is a lunatic",,,this sounds like a fucking rape trail in all the wrong ways trump is a lunatic,2,2,2
151,155,2016-10-10 01:12:16.652,,RT @NonstopEpic_: trump stop sniffing,,, trump stop sniffing,2,2,2
152,156,2016-10-10 01:12:16.549,,"RT @Cheesemeister3k: Trump hides behind a weak apology, quickly changes subject to ISIS. WTF?",,, trump hides behind a weak apology quickly changes subject to isis wtf,2,2,2
153,157,2016-10-10 01:12:16.580,,"RT @McCormackJohn: Trump says he didn't say what he said, then talks about ISIS.",,, trump says he didnt say what he said then talks about isis,2,2,2
154,158,2016-10-10 01:12:16.614,,"""I'm allowed to be a sexual predator because Isis exists.""
- Donald Trump
#debates",,,im allowed to be a sexual predator because isis exists - donald trump,2,2,2
155,159,2016-10-10 01:12:16.504,,How did he go from answering a question about sexual assault to talking about ISIS? #debate,,,how did he go from answering a question about sexual assault to talking about isis,2,2,2
156,160,2016-10-10 01:12:16.697,,RT @The_Realizt_: It's funny how neither one has actually answered the question at hand... #debate,,, its funny how neither one has actually answered the question at hand,2,2,2
157,161,2016-10-10 01:12:16.690,,"""Women have respect for me."" -DJT #Debate",,,women have respect for me -djt,2,2,2
158,162,2016-10-10 01:12:16.708,,Trump is asked about sexual assault. Responds about ISIS. 🔥🔥🔥,,,trump is asked about sexual assault responds about isis,2,2,2
159,163,2016-10-10 01:12:16.461,,"Cooper: Question about the video leaked
Trump: we will defeat isis #debate",,,cooper question about the video leaked trump we will defeat isis,2,2,2
